DeviceID,X_scale,X_offst,Y_scale,Y_offst,Z_scale,Z_offst
140642,1.00460190806938,-0.0403024585829195,1.04646948743471,0.0437356769054395,1.04048768593649,-0.208275532459515
140641,0.99127051774471,0.0157874767160787,1.05641889089841,0.0838634189728389,1.08003075399489,-0.24226854928272
140643,1.00672847101018,0.00398672522071893,1.01587658156911,0.0294576935076133,1.06658770596527,-0.223987047362355
140644,1.0156568645812,0.0124500234192403,1.07137564264358,0.0670503324823443,1.06390523914865,-0.219738701164517
140646,0.990202101928279,0.0145463817889642,1.04359478329086,0.0733834319221554,1.06843101488274,-0.238228004188069
140647,0.977942272275602,-0.026877165045077,1.04890279463299,0.122409998827268,1.07202681726024,-0.240252484045787
140648,0.972584685996509,0.00160266105154942,1.04885380936916,0.0443705066066448,1.11311274463742,-0.316029128162521
140649,0.980273312130481,-0.0230017615632428,1.04989147225512,0.0767648576259367,1.07959496577004,-0.24722591007268
140650,1.01736184124679,-0.0407208437969773,1.03199867528106,0.0840994093947048,1.03979959054532,-0.175387973447332
140645,0.989964195199233,-0.00356954843081881,1.05969469692273,0.0762864799477865,1.0797634732548,-0.211637290163046
843329,0.968369886641381,0.0064509638804647,1.05121791256993,0.0690462859269373,1.01833624846608,-0.191049249278436
843330,0.992971947790624,0.0186091861429134,1.04971565008314,0.10233547725912,1.04650713529792,-0.180670717197594
843331,1.00167868136634,-0.00540888081830374,1.0886349369063,0.0548729596463153,1.08122197388658,-0.242030167335807
843332,1.01283329319868,0.0268087869634794,1.06052033293759,0.0380613759319614,1.0493095247145,-0.184521600196529
843333,1.01563671644082,0.00508932929361405,1.05442243296766,0.0811583762792316,1.0408921194437,-0.280051781660023
843334,1.00555331977193,-0.0401819438912967,1.07347755986989,0.0368111125321284,1.0473547547369,-0.25014958175047
843335,1.01594137254462,0.00701510670977288,1.07030360659566,0.035580865500303,1.04570613712123,-0.262109907774428
843337,1.00966626611616,0.0164141674034969,1.06736431708894,0.0471815124988235,1.08012960063529,-0.216800102117587
843338,0.974584312776211,0.0457284664800644,1.03091222407489,0.0391749885560066,1.07574059323022,-0.263599556498217
843340,1.0191830760121,0.0445597108985275,1.06693631187371,0.0468246920803497,1.08453524766077,-0.266739704597703
843341,1.00641427663632,-0.0246370102195726,1.06456068745075,0.0366361807838043,1.00759413475107,-0.17954549847823
843342,1.03584629114622,-0.039965049273661,1.05997074620356,0.0361144308503784,1.07675376980251,-0.21616264843363
843343,0.992194911676121,-0.0298693619030184,1.08314377176216,0.0609079143665287,1.05991366377438,-0.188316639209532
843346,1.00476816610921,-0.0104979390068547,1.0242716939953,0.0662196351563884,1.04403870064414,-0.221438544814244
843348,1.00003012672017,-0.0196941758950344,1.07307885480171,0.0882012401369738,1.05382281123445,-0.267389947537411
843350,1.00086185774229,0.0223613835609988,1.05642542031577,0.0219518549780319,1.03989750551428,-0.170258192269439
843351,0.999889282399855,-0.0153707804865313,1.08741157748017,0.0605362464985238,1.03874744867028,-0.196153608945093
843352,1.02952390518364,-0.0246463489846371,1.08651906567705,0.0631968521924631,1.03496951558861,-0.161932828141861
843353,0.98091909740743,0.0368185499498706,1.07985045647034,0.0586363164033485,1.06261567873114,-0.194073714050377
